T06,"Enrolment in primary, secondary and tertiary education levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
764,Thailand,2016,Gross enrollment ratio - Secondary (male),118.8638,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2016,Gross enrollment ratio - Secondary (female),118.3757,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2016,Students enrolled in tertiary education (thousands),2410.7130,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2016,Gross enrollment ratio - Tertiary (male),41.0488,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2016,Gross enrollment ratio - Tertiary (female),57.7692,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2018,Students enrolled in primary education (thousands),4900.7850,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2018,Gross enrollment ratio - Primary (male),99.7734,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2018,Gross enrollment ratio - Primary (female),99.7754,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2018,Students enrolled in secondary education (thousands),6265.5510,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2018,Gross enrollment ratio - Secondary (male),118.9022,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2018,Gross enrollment ratio - Secondary (female),116.5135,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2002,Students enrolled in primary education (thousands),184.0470,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2002,Students enrolled in secondary education (thousands),52.7850,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2002,Students enrolled in tertiary education (thousands),6.3490,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2002,Gross enrollment ratio - Tertiary (male),8.0571,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2002,Gross enrollment ratio - Tertiary (female),9.2576,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2005,Students enrolled in primary education (thousands),177.9700,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2005,Gross enrollment ratio - Primary (male),110.0729,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2005,Gross enrollment ratio - Primary (female),100.1777,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2005,Students enrolled in secondary education (thousands),74.8220,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2005,Gross enrollment ratio - Secondary (male),55.7141,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2005,Gross enrollment ratio - Secondary (female),54.2207,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2010,Students enrolled in primary education (thousands),230.1750,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2010,Gross enrollment ratio - Primary (male),126.0967,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2010,Gross enrollment ratio - Primary (female),119.1713,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2010,Students enrolled in secondary education (thousands),101.5010,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2010,Gross enrollment ratio - Secondary (male),62.6437,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2010,Gross enrollment ratio - Secondary (female),62.1285,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2010,Students enrolled in tertiary education (thousands),18.5530,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2010,Gross enrollment ratio - Tertiary (male),20.6252,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2010,Gross enrollment ratio - Tertiary (female),14.8159,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2014,Students enrolled in primary education (thousands),245.8470,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2014,Gross enrollment ratio - Primary (male),129.4085,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2014,Gross enrollment ratio - Primary (female),126.2328,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2014,Students enrolled in secondary education (thousands),118.9350,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2014,Gross enrollment ratio - Secondary (male),66.4498,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2014,Gross enrollment ratio - Secondary (female),70.4088,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2015,Students enrolled in primary education (thousands),243.5590,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2015,Gross enrollment ratio - Primary (male),129.7883,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2015,Gross enrollment ratio - Primary (female),126.5916,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2015,Students enrolled in secondary education (thousands),129.3140,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2015,Gross enrollment ratio - Secondary (male),70.4551,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2015,Gross enrollment ratio - Secondary (female),74.3751,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2018,Students enrolled in primary education (thousands),212.8490,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
626,Timor-Leste,2018,Gross enrollment ratio - Primary (male),117.3349,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
